Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ACCT,2302,5U1,2,5,,1,4,2,5,1,1,,,1,3,,,,,,"Zolton, Kathy","Zhang, Yang",,,,,cah041000,christopher hess
ACCT,3312,5U1,6,8,7,4,2,4,4,,,1,1,,,,,,,,"Johnson, Jennifer G","Zhou, Junfei",,,,,jxj091000,jennifer johnson
ACCT,3331,5U1,3,4,2,1,4,1,,,,1,2,1,2,,,,,,"Zhou, Yibin","Gu, Dongdi",,,,,yxz066000,yibin zhou
ACCT,3350,5U1,2,4,1,7,3,,4,2,3,4,1,2,2,,,,,,"Gamino, John P",,,,,,jpg140630,john gamino
ACCT,4334,5U1,,2,,3,4,1,,1,3,,,,,,,,,,"Hes, Christopher","Gu, Dongdi",,,,,cah041000,christopher hess
ACCT,6193,SW1,,6,,,4,,,,,,,,,,,,1,,"Solcher, Steven J",,,,,,sjs107020,steven solcher
ACCT,6202,0W1,,7,16,15,11,8,1,1,,,,,1,,,,,,"Janakiraman, Surya N","Parupati, Sunil K",,,,,suryaj,surya janakiraman
ACCT,6202,CH1,,22,1,,,,,,,,,,,,,,,,"Barden, John P",,,,,,jpb063000,john barden
ACCT,6292,SW1,,6,,,5,,,,,,,,,,,,1,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
ACCT,6301,5W1,,9,3,3,,,1,,,,,,1,,,,,,"Frost, Sandra M","Zhang, Yang",,,,,sjs107020,steven solcher
ACCT,6305,0W1,,6,11,12,5,2,1,,,,,,1,,,,,,"Janakiraman, Surya N","Parupati, Sunil K",,,,,suryaj,surya janakiraman
ACCT,6338,0W1,,11,2,1,6,,,1,,,,,1,,,,1,,"Goodrich, Mary Beth W",,,,,,goodrich,mary beth goodrich
ACCT,6344,0W1,,8,12,11,8,7,,,,,,,,,,,,,"Gurun, Umit G","Yayvak, Berk",,,,,ugg041000,umit gurun
ACCT,6344,0W2,,4,12,9,9,5,2,,,,,,,,1,,1,,"Gurun, Umit G","Yayvak, Berk",,,,,ugg041000,umit gurun
ACCT,6353,PPA,,4,7,5,5,1,1,,,,,,,,,,,,"Solcher, Steven J",,,,,,sjs107020,steven solcher
ACCT,6365,5U1,,9,4,11,11,7,2,3,,,,,,,,,2,,"Cheng, Samuel",,,,,,sxc109021,samuel cheng
ACCT,6367,5U1,,39,3,2,2,,,,,,,,,,,,,,"Gamino, John P","Frost, Sandra M","Zhang, Yang",,,,jpg140630,john gamino
ACCT,6384,0W1,,28,13,3,7,2,1,1,,,,,1,,,,2,,"Kromer, Jeffrey R","Yayvak, Berk",,,,,jrk013000,jeffrey kromer
ACCT,6392,5U1,,11,9,10,14,3,2,,,,,,,,1,,1,,"Hes, Christopher","Gu, Dongdi",,,,,cah041000,christopher hess
ACCT,6394,XU1,,22,,,,,,,,,,,,,,,,,"McNulty, Diane S",,,,,,dmcnulty,diane mcnulty
ACN,6395,0W1,,14,,,,,,,,,,,,,,,,,"Hooge, Kimberley D",,,,,,koh170030,kimberley orsten hooge
ACN,6V71,013,,,,,,,,,,,,,,,,,,17,"Golden, Richard M",,,,,,golden,richard golden
ACN,6V81,0U1,,11,3,,,,,,,,,,,,,,,,"McWilliams, Steven P","Perry, Adam",,,,,sxm127330,steven mcwilliams
ACN,6V81,5U1,,13,,,,,,,,,,,,,,,,,"Estevez, Leonardo W",,,,,,lwe071000,leonardo estevez
AMS,2341,0H1,,1,2,3,4,1,,,,,,,,,,,,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
AMS,3316,0W1,6,2,,,1,3,1,2,,1,1,,1,,,,,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead
AMS,4379,0W1,6,2,,,,1,,2,,,,,,,,,,,"Winstead, Elizabeth L",,,,,,jxh100220,jennifer hudson
ARTS,1301,0W1,25,2,1,,1,1,,,,,,,,,,,,,"Wilder, James E","Akinwole, Oluwadare   (Dare)",,,,,kxg190019,kelly grandjean
ARTS,1316,5U1,4,4,,,1,,,,,,,,,,,,1,,"Takaloubighash, Maryam",,,,,,mxt210063,
ARTS,3379,591,1,6,2,,,,,,,,,,2,,,,,,"Loving, Emily A","Baigmoradi, Fatemeh",,,,,exl097120,emily loving
ATCM,2300,0W1,1,9,4,2,4,1,1,,2,3,2,1,,,,,,,"Martinez Ochoa, Angelica Miriam M","Khatri, Hamida",,,,,hxc176430,heidi cooley
ATCM,2301,551,2,,1,1,1,,2,,,2,,,,,,,1,,"Marder, Amanda K",,,,,,tkn180000,tuoc nguyen
ATCM,2321,0W1,3,6,2,,1,,,,1,,,,,,,,,,"Rashid, Mohammed Mizanur","Vo, Angelene H",,,,,lxi170030,laura imaoka
ATCM,2330,0W1,,1,,,4,,2,1,1,,1,1,1,,,,,,"Nielsen, Christina R","Welwood, Samantha F",,,,,crn022000,christina nielsen
ATCM,2330,0W2,,1,1,2,,2,1,3,,,,,3,,,,,,"O'Neill, Cynthia M",,,,,,crn022000,christina nielsen
ATCM,2350,0U2,14,,,,,,,,,,,,,,,,,,"Hoggatt, Zoey X",,,,,,exb190001,zoey hoggatt
ATCM,3301,0W1,1,4,11,1,1,,,,,,,,1,,,,,,"Shukla, Nishanshi A","Whitlock, Kathryn",,,,,lxi170030,laura imaoka
ATCM,3301,0W2,,4,7,,,,,1,,,,,4,,,,,,"Chowdhury, Nusrat Zahan",,,,,,srm140030,stephen mallory
ATCM,3306,0W1,4,3,6,3,4,2,,,,1,,,5,,,,,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,3307,0U1,1,1,4,6,,2,1,,,1,,1,1,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,3309,0W1,7,9,2,,2,3,,,,,,,3,,,,,,"Fechter, Todd A",,,,,,taf051000,todd fechter
ATCM,3337,0W1,8,8,1,,,,,,,,,,3,,,,,,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3338,0W1,4,12,5,1,1,,2,1,,,1,,4,,,,2,,"Griffin, Troy",,,,,,txg121730,troy griffin
ATCM,3350,0W1,5,3,10,1,5,2,,1,2,,,,,,,,,,"Hewitt, Sharon A","Asgharpour, Hadi",,,,,sxh090220,sharon hewitt
ATCM,3366,0W1,6,7,6,2,,3,,3,2,,,,1,,,,,,"Irby, Cameron L","Hernandez, Luke A",,,,,cli170000,
ATCM,3367,0W1,,1,6,6,4,,,2,,,,,2,,,,,,"Chandler, Adam W",,,,,,slb073000,steven billingslea
ATCM,3368,0W1,5,4,9,1,3,1,2,,1,,,,3,,,,,,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,3388,0W1,5,5,2,1,,2,,,,,,,1,,,,,,"Fraley, James M","Rahman, Mohammad K","Ikebude, Chukwuemeka",,,,lxb032000,james fraley
ATCM,4319,0W1,2,4,1,,,,1,2,,,1,,2,,,,,,"Gardner, Frederick",,,,,,fxg230003,frederick gardner
ATCM,4326,0W1,2,4,2,2,3,2,1,1,1,,,,,,,,,,"Heaslip, Audra","Cole, Abby",,,,,axh027000,audra heaslip
ATCM,4330,0W1,2,2,1,1,1,,,1,,,,,3,,,,,,"Nielsen, Christina R","Lee, Yueh-Jung","Rahman, Maruf",,,,crn022000,christina nielsen
ATCM,4338,0U1,,3,3,2,,,1,1,,,,,,,,,,,"Farrar, Eric T",,,,,,awc051000,adam chandler
ATCM,4350,0W1,3,3,3,1,,2,,,1,,1,,2,,,,,,"Hewitt, Sharon A",,,,,,sxh090220,sharon hewitt
ATCM,4364,051,8,4,,3,,,1,,,,,,1,,,,,,"Trosper, Elizabeth M","Nair, Vinayak",,,,,emt130130,elizabeth trosper
ATCM,4384,551,8,12,1,,5,,,2,,,1,,,,1,,,,"Rheams, David C","Ayodabo, Sunday J",,,,,dcr093020,david rheams
AUD,6216,0U1,,12,3,,,,,,,,,,,,,,,,"Cokely, Carol G","Woodford, Allison S",,,,,cgc016200,
AUD,7240,5U1,,6,5,,1,,,,,,,,,,,,,,"Griffiths, Scott K","Zang, Andie L",,,,,skg180000,
AUD,7280,064,,,,,,,,,,,,,,,,,,14,"Fowler, Stephanie L","Mosley, Cornetta",,,,,cgc016200,
AUD,7280,0U1,,,,,,,,,,,,,,,,,,14,"Griffiths, Scott K",,,,,,skg180000,scott griffiths
AUD,7310,5U1,,26,,,2,,,,,,,,,,,,,,"Clark, Jackie L","Crow, Sarah E",,,,,jclark,jackie clark
AUD,7325,0U1,,15,,,,,,,,,,,,,,,,,"Thibodeau, Linda K","Warner-Czyz, Andrea D",,,,,thib,linda thibodeau
AUD,8V97,064,,,,,,,,,,,,,,,,,,12,"Cokely, Carol G",,,,,,cgc016200,carol cokely
BA,1320,5U1,,5,2,2,6,3,1,6,,,,,,,,,,,"Lewin, Peter","Hu, Jiawei",,,,,slk012100,stephen kiser
BA,4090,091,,,,,,,,,,,,,,32,,,,,"Henderson, Thomas C",,,,,,txh093000,tom henderson
BA,4090,092,,,,,,,,,,,,,,20,,,,,"Gamino, John P",,,,,,jpg140630,john gamino
BA,4090,0U1,,,,,,,,,,,,,,24,,,,,"Henderson, Thomas C",,,,,,,thomas henderson
BA,4090,0U2,,,,,,,,,,,,,,33,,,,,"Gamino, John P",,,,,,jpg140630,john gamino
BA,4095,0W1,,,,,,,,,,,,,,115,,,,,"Alborz, Shawn",,,,,,sxa063000,shawn alborz
BA,4V90,593,,,,,,,,,,,,,,18,,,,,"Henderson, Thomas C",,,,,,,thomas henderson
BA,4V90,0U3,,,,,,,,,,,,,,23,,,,,"Henderson, Thomas C",,,,,,,thomas henderson
BCOM,3300,051,2,2,8,1,3,1,,1,,,,,,,,,,,"Ali, Shazia",,,,,,shazia,ali shazia
BCOM,3300,5U1,4,6,3,5,1,4,2,,,,,,,,,,,,"Loyless, Lauren",,,,,,jlf130030,jennifer fry
BCOM,4300,5E1,2,2,7,2,2,,,,,,1,,,,,,,,"Moore, Sarah E",,,,,,jmw077000,sarah moore
BCOM,4300,0U1,,4,2,4,,5,3,,1,,,,1,,,,,,"Blockley, Caylin",,,,,,kxl164330,kathryn lookadoo
BCOM,4300,0U2,,,2,3,3,3,3,3,,1,,,1,,,,,,"Fry, Jennifer L",,,,,,meg012400,margaret smallwood
BCOM,4300,0U4,,3,6,4,3,6,3,7,3,,1,1,1,,,,,,"Harrison, Megan",,,,,,kxl164330,kathryn lookadoo
BCOM,4300,5U1,,1,2,,9,,,6,1,,,,,,,,,,"Hornsby, Melanie",,,,,,kxt200010,katrina tamez
BIOL,2111,0U1,4,6,4,1,,1,,,,,,,,,,,,,"Sarcar, Subha","Maity, Tuhina","Xia, Jing",,,,candas,mehmet candas
BIOL,2111,0U2,1,5,1,1,2,2,,,,,,,,,,,,,"Sarcar, Subha","Xia, Jing","Maity, Tuhina",,,,candas,mehmet candas
BIOL,2112,0U1,18,2,,3,4,5,,1,1,1,,1,3,,,,,,"Wu, Zhuoru","Xu, Linyi",,,,,candas,mehmet candas
BIOL,2112,0U2,10,5,2,1,2,,1,1,1,2,,,5,,,,,,"Wu, Zhuoru","Xu, Linyi",,,,,candas,mehmet candas
BIOL,2281,3U1,2,6,4,1,3,1,1,,,,,,1,,,,,,"Lin, Wen J","Mittal, Shubham","Basu, Ujjaini","Briggs, Alyssa A","Tien, Hsin-Jung","Do, Hung P",wenju,wen ju lin
BIOL,2281,3U2,,3,2,4,,,2,1,1,,2,1,,,,,,,"Lin, Wen J","Yaqub, Muneer O","Ratevosyan, Richard","Mittal, Shubham","Liu, Junyu","Easterwood, Shayne",wenju,wen ju lin
BIOL,2281,3U3,,2,3,2,,1,4,3,4,1,1,,1,,,,,,"Lin, Wen J","Basu, Ujjaini","Briggs, Alyssa A","Tien, Hsin-Jung","Do, Hung P","Easterwood, Shayne",wenju,wen ju lin
BIOL,2311,0U1,5,11,5,2,2,3,,,,,,,,,,,,,"Sarcar, Subha","Maity, Tuhina","Xia, Jing","Salamat, Narges",,,candas,mehmet candas
BIOL,2312,0U1,28,7,2,4,6,5,1,2,2,3,,1,8,,,,,,"Wu, Zhuoru","Tiwari, Suman","Xu, Linyi","Alemi, Parinazsadat","Elhawary, Ezzeldin N","Thomas, Nathaniel",candas,mehmet candas
BIOL,3101,0U1,6,5,4,11,3,3,2,2,2,1,1,,,,,,,,"Srikanth, Uma",,,,,,ixb053000,irina borovkov
BIOL,3101,0U2,8,8,7,7,4,3,1,1,,1,,,,,,,,,"Srikanth, Uma",,,,,,ixb053000,irina borovkov
BIOL,3101,0U3,8,9,5,3,2,3,5,,2,1,1,1,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,3101,0U4,3,4,8,8,6,4,2,,,1,,,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,3101,0U5,6,10,3,3,8,3,1,2,1,1,,1,,,1,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,3101,0U6,5,6,3,4,4,5,1,1,,,,3,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,3102,0U1,1,2,,,3,3,,,,,,1,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,3102,0U2,1,3,1,3,2,1,,,,,,,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,3161,0U1,1,5,9,8,5,2,1,2,3,,,,2,,,,,,"Candas, Mehmet","Boyd, Stefanie D","Zhabilov, Dannie","Akter, Zakia","Hossain, Md Liakat",,candas,mehmet candas
BIOL,3161,0U2,,2,5,2,4,3,3,1,2,,,,,,,,,,"Candas, Mehmet","Boyd, Stefanie D","Zhabilov, Dannie","Akter, Zakia","Hossain, Md Liakat",,candas,mehmet candas
BIOL,3162,0U1,,2,2,2,2,4,2,2,,,,,,,,,,,"Candas, Mehmet","Boyd, Stefanie D",,,,,candas,mehmet candas
BIOL,3203,1U1,1,3,4,2,3,2,,,,,,,,,,,,,"Maynard, Caitlin S","Shipman, Braden M","Bonde, Namrata Dinesh","Wickramasinghe, Piumi B",,,cmb170830,
BIOL,3203,1U3,2,5,2,,2,2,,,,,,,,,,,,,"Maynard, Caitlin S","Wickramasinghe, Piumi B","Bonde, Namrata Dinesh","Shipman, Braden M",,,cmb170830,
BIOL,3301,0U1,36,42,30,36,27,21,12,6,5,5,2,5,,,1,,,,"Srikanth, Uma","Maity, Subhajit","Patel, Umar J","Kwende, Sharon A","Maiti, Dibyo","Afolami, Olufemi Ifeoluwa",ixb053000,irina borovkov
BIOL,3302,0U1,2,4,1,4,5,4,,,,,,1,,,,,,,"Srikanth, Uma","Gomez, Jessica E","Falah, Rafah M",,,,ukrish,uma srikanth
BIOL,3303,0U1,6,11,6,1,7,7,1,1,8,,1,1,1,,,,,,"Boyd, Stefanie D","Zhi, Jiahe","Zhang, Bei","Upreti, Chahat",,,sdb074000,stefanie boyd
BIOL,3318,0U1,30,17,6,4,4,3,3,1,1,,,1,1,,,,,,"Henson, Uyen N",,,,,,unh130030,uyen henson
BIOL,3361,0U1,1,6,11,10,9,5,3,3,5,,,,2,,,,,,"Candas, Mehmet","Boyd, Stefanie D","Zhabilov, Dannie","Akter, Zakia",,,candas,mehmet candas
BIOL,3362,0U1,,1,2,2,2,4,2,2,,,,,,,,,,,"Candas, Mehmet","Boyd, Stefanie D","Petter, Andrew T","Soladogun, Adedamola S","Sunder Singh, Jacqulene Preethi",,candas,mehmet candas
BIOL,3380,3U1,,,2,,1,2,,3,,1,1,1,3,,,,,,"Rippel, Scott A","Pickett, Elizabeth A","Liu, Yihan","Berisha, Eranda",,,rippel,scott rippel
BIOL,3380,3U4,,,2,1,,4,,,,2,1,1,3,,,,,,"Pickett, Elizabeth A","Rippel, Scott A","Liu, Yihan","Berisha, Eranda",,,eaw016100,elizabeth pickett
BIOL,3455,3U1,1,1,3,1,,1,,1,1,1,1,1,3,,,,,,"Ramirez, Ruben D","Deese, Alexander R","Hisam, Fatima",,,,rdr092000,ruben ramirez
BIOL,3455,3U2,,,,1,1,3,2,2,1,,1,1,6,,,,1,,"Ramirez, Ruben D","Veera, Kavya","Gong, Hanling","Cornelius, Samuel A",,,rdr092000,ruben ramirez
BIOL,3456,3U1,1,3,3,1,5,3,2,,2,2,,,1,,,,,,"Yu, Wen-Ho","Balaji, Sharan Kumar","Arugonda, Ravali",,,,why061000,wen ho yu
BIOL,4380,3U1,,5,1,3,2,1,1,,,,,1,1,,,,,,"Maynard, Caitlin S","Konakalla, Anisha Reddy","Shryock, Douglas G","Joshi, Ketki","Dhar, Roopal",,cmb170830,
BIOL,5330,0W1,,8,1,,1,,,,,,,,,,,,,,"Hajeri, Vinita",,,,,,vxh151030,vinita hajeri
BIOL,8V01,018,,,,,,,,,,,,,,,,,,10,"Zhang, Li",,,,,,lxz075000,li zhang
BIS,2190,0W1,5,2,,3,,1,2,1,,,,,,,,,,,"Dornback, Sarah","Henry, Loreen S","Whistler, Holly K",,,,cwe011000,christopher edwards
BIS,3320,0U1,1,5,3,3,,1,1,,1,,,,1,,,,,,"Wright, David A",,,,,,wright,david wright
BLAW,2301,5U1,,3,5,2,4,4,2,1,2,,2,,3,,,,,,"Betanzos, Christina L",,,,,,clb120030,christina betanzos
BMEN,3320,051,2,4,,2,,1,1,1,,,,,1,,,,,,"Ali, Tariq M","Chaudhary, Sugandha",,,,,tma051000,tariq ali
BMEN,4388,0U1,,1,10,8,,,1,,,,,,,,,,,,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk
BPS,4305,5U1,,9,21,7,1,1,,,,,,,,,,,,,"Song, You-Xiang",,,,,,smc130730,shawn carraher
BPS,4395,5U1,,38,6,3,,,,1,1,,,,,,,,,,"Henderson, Thomas C",,,,,,txh093000,tom henderson
BPS,4395,5U2,,15,5,10,10,,5,,,,,,,,,,,,"Segelhorst, Jon P",,,,,,jps210007,
BPS,6310,0W1,,14,12,7,5,,,,,,,,,,,,,,"Xia, Jun","Wang, Jiyu",,,,,chasteen,larry chasteen
BPS,6310,GW1,,4,6,4,3,1,,,,,,,,,,,1,,"Choi, Emily",,,,,,exc113230,emily choi
BPS,7303,0U1,,24,,,,,,,,,,,,,,,,,"Watson, John M",,,,,,jmw077000,john watson
BUAN,4090,091,,,,,,,,,,,,,,14,,,,,"Owens, Dawn M",,,,,,dmo130130,dawn owens
BUAN,6009,091,,,,,,,,,,,,,,,,,,19,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar
BUAN,6009,0U1,,,,,,,,,,,,,3,,,,,146,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar
BUAN,6009,SU1,,,,,,,,,,,,,1,,,,1,38,"Hefley, William E",,,,,,weh150130,william hefley
BUAN,6312,5W1,,6,10,10,1,1,,,,,,,,,,,,,"Chudik, Alexander",,,,,,axc180061,
BUAN,6320,5U1,,25,17,1,5,,,,,,,,3,,1,,,,"Kamalzadeh, Hossein","Sun, Kai",,,,,kxs018700,
BUAN,6337,0W1,,9,10,5,2,4,,1,,,,,,,,,1,,"Subramanian, Upender","Park, Yeowoon",,,,,uxs092000,upender subramanian
BUAN,6337,5W1,,5,4,3,3,,,,,,,,,,,,,,"Murthi, B P","Alavi, Seyyedeh Soogand",,,,,murthi,b p murthi
BUAN,6337,SU1,,25,,,,,1,,,,,,,,,,,,"Allison, Kyle",,,,,,,kyle allison
BUAN,6340,5U1,,4,9,2,1,,,,,,,,,,,,,,"Pandian, Thiru","Mallipeddi, Srinaga Mouneeswar",,,,,jap090020,jason parker
BUAN,6340,SW1,,12,1,2,,,,,,,,,,,,,,,"Koju, Vijay",,,,,,vxk220074,vijay koju
BUAN,6341,5U1,,2,2,2,2,,,,,,,,,,,,2,,"Sabir, Muhammad F","Liu, Yihong",,,,,mfs170430,muhammad sabir
BUAN,6341,SW1,,15,,,,,,,,,,,,,,,,,"Zemoodeh, Amir",,,,,,axz120930,amir zemoodeh
BUAN,6344,0W1,,9,4,6,4,,,1,,,,,,,,,,,"Mehra, Amit","Xie, Si",,,,,axm078200,amit mehra
BUAN,6346,5U1,,8,7,4,3,,1,,,,,,,,,,,,"El-khodari, Gasan E","Mallipeddi, Srinaga Mouneeswar",,,,,jxp180019,jerry perez
BUAN,6346,SW1,,12,7,3,,,,,,,,,,,,,,,"Perez, Jerry",,,,,,jxp180019,jerry perez
BUAN,6359,5U1,,10,1,,1,5,3,3,,,,,3,,,,,,"Ramezani, Rasoul","Wang, Zihan",,,,,rxr145930,rasoul ramezani
BUAN,6390,5U1,,10,,,,,,,,,,,,,,,,,"Aria, Reza","Kumar, Sahejbir Singh",,,,,gxs150130,gaurav shekhar
BUAN,6398,0W1,,6,2,3,2,5,2,3,,,,,1,,,,1,,"Ramezani, Rasoul","Wu, Jie",,,,,cxk162830,
BUAN,6398,5U1,,21,1,,2,,1,,,,,,,,,,,,"Nguyen, Hien T","Wu, Jie",,,,,axa134231,athena alimirzaei
BUAN,6398,SU1,,3,1,4,,1,,,,,,,1,,,,,,"Ramezani, Rasoul",,,,,,rxr145930,rasoul ramezani
BUAN,6398,SW1,,18,3,1,2,,,,,,,,,,,,,,"Nguyen, Hien T","Wu, Jie",,,,,htn170130,hien nguyen
BUAN,6V98,0U1,,,,,,,,,,,,,,,,,3,62,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar
CE,3161,0W1,,4,5,5,3,1,,,,,,,,,,,,,"Mezenner, Rabah","Parchamdar, Baharealsadat",,,,,rxm129730,rabah mezenner
CE,3301,0U1,,2,1,1,1,1,,1,,1,2,,3,,,,,,"Tacca, Marco","Kim, Eunjin",,,,,kamran,kamran kiasaleh
CE,3303,0H1,2,1,1,1,5,4,2,2,1,,,,2,,,,,,"Kehtarnavaz, Nasser","Karbalayghareh, Mehdi",,,,,nxk019000,nasser kehtarnavaz
CE,3311,5U1,3,,3,6,3,2,1,1,,,,,,,,,,,"Pourkamali Anaraki, Siavash","Han, Weijie",,,,,cms057000,carl sechen
CE,4388,0U1,,14,,,,,,,,,,,,,,,,,"Tacca, Marco",,,,,,dinesh,dinesh bhatia
CE,4389,0U1,,9,,,2,,,,,,,,,,,,,,"Bhatia, Dinesh K","Parchamdar, Baharealsadat",,,,,dinesh,dinesh bhatia
CGS,3361,0W1,9,,2,1,,,,,,,,,,,,,,,"Hooge, Kimberley D",,,,,,kls190004,kendra seaman
CGS,4352,0W1,,6,3,4,5,,,1,,,,,,,,,,,"Kumar, Pushpa S","Allu, Sai Haneesh",,,,,edo042000,erika orrick
CHEM,1111,1U1,5,4,,1,,1,,,,,1,,1,,,,,,"Sra, Amandeep K","Heidari, Sahar","Mortensen, Marie L",,,,sgavva,sandhya gavva
CHEM,1112,1U1,4,6,1,1,4,,,2,,,,,,,,,,,"Abeykoon, Nimali C","Darwin, Cary","Sunga, Sean Alec Lois B",,,,sgavva,sandhya gavva
CHEM,1112,1U2,1,6,3,1,3,2,,1,,,,,,,,,,,"Huang, Yu","Yamada, Kyohei","Howlett, Thomas S",,,,sgavva,sandhya gavva
CHEM,1311,0U1,4,3,5,5,3,5,4,1,,3,1,1,6,,,,,,"Sra, Amandeep K","Giri, Sachin","Kumari, Sneha",,,,aks057000,amandeep sra
CHEM,1312,0U1,2,12,4,10,6,5,9,9,11,2,5,5,9,,3,,,,"Huang, Yu","Sheybani, Simin","Firouzi, Hamid Reza",,,,dieckgr,gregg dieckmann
CHEM,2323,0U1,8,16,1,1,9,8,5,9,4,5,1,,8,,,,,,"Tran, Daniel N",,,,,,sibertj,john sibert
CHEM,2325,0U1,5,3,2,2,4,3,1,2,3,,4,,3,,,,,,"Sibert, John W",,,,,,scortes,sergio cortes
CHEM,8V91,008,,,,,,,,,,,,,,,1,,,9,"Balkus, Kenneth J",,,,,,balkus,kenneth balkus
CHEM,8V91,024,,,,,,,,,,,,,,,,,,12,"Stefan, Mihaela C",,,,,,mci071000,mihaela stefan
CHEM,8V91,039,,,,,,,,,,,,,,,,,,11,"Meloni, Gabriele",,,,,,gxm152330,gabriele meloni
CHEM,8V91,042,,,,,,,,,,,,,,,,,,11,"Gevorgyan, Vladimir",,,,,,vxg190013,vladimir gevorgyan
CLDP,3342,0W1,,22,,,1,,,,,,,,,,,,,,"Bonner, Deborah","Redig, Samantha L","Williams, Denise D",,,,dbonner,deborah bonner
CLDP,4344,0W1,,6,8,1,4,1,1,1,2,,,,,,,,,,"Hunsley, Jana","Li, Yue",,,,,jxh220032,jana hunsley
COMD,5340,0U1,,20,,,,,,,,,,,,,,,,,"Neale, Hannah D","Denicola-Prechtl, Kathleen M",,,,,aldridge,michelle aldridge
COMD,6111,0W1,,,,,,,,,,,,,,,,,,12,"Aldridge, Michelle A",,,,,,aldridge,michelle aldridge
